time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-03-14,14.4,10.0,19.6,,,207.0,12.3,,1007.7,
2025-03-15,12.6,8.2,17.6,1.0,,126.0,4.8,,1012.9,
2025-03-16,5.7,3.4,7.7,,,14.0,6.5,,1013.0,
2025-03-17,4.6,1.8,8.7,,,355.0,7.2,,1008.9,
2025-03-18,1.2,-2.4,4.1,,,333.0,13.0,,1015.3,
2025-03-19,0.2,-7.1,4.9,,10.0,319.0,10.2,,1023.9,
2025-03-20,6.3,1.5,13.1,,,306.0,9.5,,1025.7,
2025-03-21,7.7,-0.6,14.9,,,309.0,7.6,,1026.3,
2025-03-22,9.1,4.0,15.2,0.0,,123.0,2.0,,1025.4,
2025-03-23,9.2,4.6,14.5,0.0,,106.0,5.7,,1030.0,
2025-03-24,9.2,4.5,12.6,0.3,,136.0,14.0,,1030.1,
2025-03-25,8.5,7.2,11.9,2.0,,149.0,10.8,,1019.5,
2025-03-26,9.1,6.8,13.0,0.0,,273.0,1.9,,1016.2,
2025-03-27,10.1,4.5,14.9,0.0,,30.0,2.3,,1017.1,
2025-03-28,13.1,6.3,16.9,0.0,,341.0,4.3,,1016.6,
2025-03-29,9.6,6.3,14.6,0.0,,55.0,12.4,,1017.0,
2025-03-30,8.7,4.4,12.0,0.3,,75.0,12.7,,1014.2,
2025-03-31,9.6,8.7,10.6,17.0,,57.0,7.6,,1010.6,
2025-04-01,10.7,9.9,12.7,12.7,,196.0,4.9,,1009.9,
2025-04-02,12.3,7.5,17.4,0.0,,100.0,3.4,,1011.7,
2025-04-03,11.4,9.0,17.3,0.0,,24.0,6.8,,1015.6,
2025-04-04,13.0,3.1,20.6,0.0,,261.0,3.2,,1014.1,
2025-04-05,12.7,10.5,18.4,0.0,,204.0,9.6,,1002.2,
2025-04-06,8.7,6.7,11.4,7.6,,188.0,12.0,,999.2,
2025-04-07,3.0,2.2,5.1,0.0,,222.0,7.9,,1009.7,
2025-04-08,0.1,-1.3,3.0,0.0,,241.0,10.3,,1013.1,
2025-04-09,1.4,-2.2,4.9,0.0,,246.0,4.3,,1015.0,
2025-04-10,2.7,-3.9,7.2,0.0,,193.0,6.9,,1008.2,
2025-04-11,6.1,0.0,10.5,0.0,,124.0,5.9,,1007.6,
2025-04-12,8.5,1.5,14.0,0.0,,200.0,1.7,,1012.6,
2025-04-13,9.5,1.2,15.5,0.0,,226.0,3.2,,1019.1,
2025-04-14,12.1,6.3,18.9,0.0,,203.0,3.3,,1025.9,
2025-04-15,13.2,4.8,21.0,0.0,,160.0,2.0,,1028.5,
2025-04-16,15.0,5.0,23.2,0.0,,131.0,1.7,,1030.0,
2025-04-17,16.2,9.9,21.9,,,144.0,1.5,,1029.8,
2025-04-18,18.1,9.4,25.2,,,138.0,3.2,,1024.4,
2025-04-19,18.0,8.7,25.0,,,102.0,8.6,,1018.3,
2025-04-20,18.2,7.5,25.6,,,88.0,13.1,,1013.6,
2025-04-21,17.9,10.7,24.7,,,79.0,13.1,,1011.7,
2025-04-22,18.3,7.6,26.8,,,83.0,8.4,,1013.9,
2025-04-23,19.1,8.8,27.9,0.0,,39.0,1.9,,1014.4,
2025-04-24,20.0,10.6,27.6,0.0,,305.0,0.5,,1009.5,
2025-04-25,19.9,11.6,27.7,0.2,,311.0,0.9,,1006.2,
2025-04-26,10.2,6.4,15.2,0.5,,347.0,9.6,,1009.8,
2025-04-27,4.6,1.8,10.4,1.5,,320.0,9.3,,1020.9,
2025-04-28,6.6,-0.8,13.3,0.0,,289.0,4.2,,1029.7,
2025-04-29,13.5,3.3,20.9,0.0,,201.0,10.3,,1022.9,
2025-04-30,15.6,11.3,21.0,0.2,,248.0,5.7,,1016.2,
2025-05-01,14.7,8.0,23.8,0.0,,248.0,8.0,,1014.4,
2025-05-02,9.9,5.5,16.3,0.0,,310.0,6.8,,1017.6,
2025-05-03,14.3,1.5,22.5,0.0,,211.0,9.1,,1015.1,
2025-05-04,19.5,13.5,26.4,0.0,,195.0,15.4,,1009.9,
2025-05-05,15.7,11.6,20.5,0.8,,211.0,9.4,,1008.9,
2025-05-06,13.5,11.4,17.3,4.8,,35.0,3.1,,1013.0,
2025-05-07,13.4,11.9,16.1,7.9,,305.0,1.4,,1010.1,
2025-05-08,13.6,10.7,18.5,0.1,,314.0,4.3,,1010.1,
2025-05-09,10.1,4.7,17.3,8.1,,348.0,5.3,,1011.5,
2025-05-10,9.2,5.6,13.7,3.0,,278.0,8.3,,1013.1,
2025-05-11,7.1,4.1,12.3,5.3,,217.0,2.3,,1014.5,
2025-05-12,7.0,4.9,9.2,6.6,,356.0,1.5,,1012.6,
2025-05-13,10.1,4.4,15.6,2.6,,267.0,3.4,,1010.3,
2025-05-14,9.2,3.9,17.3,4.2,,238.0,4.7,,1010.5,
2025-05-15,12.7,4.9,19.3,0.0,,182.0,9.1,,1012.1,
2025-05-16,16.7,9.3,22.3,0.0,,152.0,9.6,,1017.0,
2025-05-17,16.9,14.3,23.1,2.1,,109.0,11.0,,1011.5,
2025-05-18,13.4,11.5,19.1,18.0,,221.0,6.8,,1007.3,
2025-05-19,12.6,8.9,20.7,1.3,,209.0,4.2,,1010.8,
2025-05-20,12.2,9.3,15.9,1.8,,205.0,1.0,,1006.5,
2025-05-21,15.2,8.3,22.7,1.6,,262.0,6.3,,1009.9,
2025-05-22,19.3,12.1,25.5,0.0,,211.0,4.7,,1015.3,
2025-05-23,20.0,12.0,26.6,0.0,,124.0,4.2,,1016.8,
2025-05-24,22.1,11.9,28.7,0.1,,103.0,7.8,,1016.0,
2025-05-25,23.9,17.1,28.7,0.0,,106.0,13.9,,1016.0,
2025-05-26,23.3,19.4,28.0,0.0,,112.0,19.2,,1016.4,
2025-05-27,22.8,16.7,27.5,0.0,,98.0,21.9,,1014.4,
2025-05-28,22.5,17.6,26.5,0.0,,108.0,17.9,,1012.9,
2025-05-29,18.5,16.1,19.8,0.9,,103.0,9.3,,1010.8,
2025-05-30,19.2,14.7,24.3,3.6,,87.0,1.9,,1010.2,
2025-05-31,20.0,16.2,24.9,3.2,,285.0,2.4,,1011.1,
2025-06-01,20.5,15.8,25.0,0.6,,293.0,6.6,,1013.4,
2025-06-02,20.9,14.5,26.3,0.0,,287.0,2.7,,1016.4,
2025-06-03,22.8,15.5,28.8,0.3,,208.0,5.2,,1014.7,
2025-06-04,20.8,16.6,22.3,0.0,,283.0,11.0,,1013.0,
2025-06-05,20.4,13.5,26.1,0.0,,268.0,2.0,,1020.3,
2025-06-06,23.5,15.6,29.9,0.0,,195.0,4.7,,1018.6,
2025-06-07,25.6,19.8,31.3,,,249.0,3.8,,1017.1,
2025-06-08,26.7,19.9,33.2,,,201.0,3.6,,1015.8,
2025-06-09,27.9,21.0,34.7,,,138.0,6.2,,1013.1,
2025-06-10,25.1,20.8,28.3,,,158.0,8.9,,1011.6,
2025-06-11,20.8,17.0,24.8,,,335.0,11.1,,1013.7,
2025-06-12,20.5,15.7,24.9,,,342.0,10.3,,1015.6,
2025-06-13,20.7,16.3,25.2,,,23.0,11.4,,1016.5,
